ticker,report_pair_id,population,analyzed_words,words_vs_baseline_pct,net_tone_change,net_tone_change_delta_vs_baseline,positive_rate_change,negative_rate_change,uncertainty_rate_change,litigious_rate_change,constraining_rate_change,strong_modal_rate_change,weak_modal_rate_change
ACT,efc86601-4fe3-4420-ac32-87638b0fa2ca,3_high_medium_low,35099,0.36880706952894327,4.3266740805509825,-0.27859362186192005,3.612924965174228,-0.7137491153767543,1.727297114302294,-7.447071598422861,-2.471752776689299,3.709597405988313,-1.5018937625841096
ACT,efc86601-4fe3-4420-ac32-87638b0fa2ca,4_high_medium_only,32024,0.33649612794082107,4.851816812758236,0.24654911034533367,3.8749983910620287,-0.9768184216962075,0.7733521257288487,-8.10827508977874,-2.696837471521798,4.230798934239487,-1.6592333732349953
ACT,efc86601-4fe3-4420-ac32-87638b0fa2ca,5_high_only,30643,0.321985100190188,4.871963167238982,0.2666954648260793,4.484415422241122,-0.3875477449978595,0.8447547853661064,-8.3503693819966,-3.0347820744061105,4.5566234438910715,-1.8870513176097683
ACT,efc86601-4fe3-4420-ac32-87638b0fa2ca,6_exclude_ambiguous,88966,0.9348212127898791,4.576690381726284,-0.02857732068661889,4.628179565266933,0.051489183540649464,0.5824801091862675,-3.1434638937231547,-1.1182331220658437,1.3230797135993786,-0.5093916752042165
ACT,efc86601-4fe3-4420-ac32-87638b0fa2ca,7_exclude_collision_flagged,42806,0.44978932215322215,4.204547970308413,-0.4007197321044895,3.810889497822549,-0.39365847248586405,2.0543878574152545,-6.610718208449561,-2.233457024471134,2.564752167808596,-1.2106127281894388
ACT,efc86601-4fe3-4420-ac32-87638b0fa2ca,8_exclude_split_merge_flagged,95169,1.0,4.6052677024129025,0.0,4.56919481847096,-0.036072883941942635,0.470769488080359,-3.158425764662664,-1.1910932834518952,1.0392457676052773,-0.44375528937400377
ACT,7022dc8d-a738-42dd-87d0-1c3671a93aba,1_all_alignments,75599,1.0,-6.579886746621122,0.0,-5.313594746826563,1.266291999794559,-0.04441208355277659,0.5642956142528668,-0.26538312895921035,-1.2345389215369078,0.13826671708960303
ACT,7022dc8d-a738-42dd-87d0-1c3671a93aba,2_exclude_needs_review,22908,0.30301988121536,-10.708087980799743,-4.12820123417862,-7.112526713730196,3.595561267069547,1.4509098153570221,-0.6758545296601097,0.8109875123977242,-0.5973851198992355,0.4366855835987744
ACT,7022dc8d-a738-42dd-87d0-1c3671a93aba,3_high_medium_low,22908,0.30301988121536,-10.708087980799743,-4.12820123417862,-7.112526713730196,3.595561267069547,1.4509098153570221,-0.6758545296601097,0.8109875123977242,-0.5973851198992355,0.4366855835987744
ACT,7022dc8d-a738-42dd-87d0-1c3671a93aba,4_high_medium_only,21261,0.28123387875501,-10.665984310641482,-4.08609756402036,-7.06144080309001,3.6045435075514725,1.6477372147711202,-1.1009522467142956,1.0055859666501785,-0.5058392155803748,0.31184087492620405
